Nbr_chambre,Surface,Code_postal,Date_achat,Prix
4,295.7459820014991,H3W 7V8,2017/6/8,401975.9856853247
5,302.9142078875357,H7O 6O4,2018/8/15,424269.28741892194
3,299.64157358250435,H3W 8N2,2019/2/12,400966.248661614
5,299.6439731032545,H6U 3V3,2017/8/21,391625.38005211926
4,299.4604311933931,H6R 9H0,2020/10/16,369463.9553678482
4,300.16633433426944,H5T 9X2,2018/7/18,361759.07918960525
3,302.6740794750618,H5O 6N1,2018/1/13,391620.2301583788
5,298.02407378768675,H3U 0D8,2017/10/23,424228.9176437988
5,300.2975556882695,H5S 5D5,2019/10/20,390266.361889257
4,300.05532859119796,H1L 9E6,2019/5/19,405621.4873615789
5,295.5912938711521,H4O 6P2,2020/7/4,389562.04150963033
5,303.3562898609336,H0R 9A3,2017/2/10,436825.9093318535
5,298.46400643894856,H3Z 1O2,2020/6/9,417228.8661534834
4,304.10704397202477,H4E 0P9,2020/5/19,401554.82742142817
4,297.4036280671834,H2Z 6X3,2019/7/21,383500.5328850049
3,299.8258729440855,H7I 3O8,2020/11/5,415750.5721496393
5,294.2001955605236,H7C 0J8,2017/4/14,405950.1588408726
4,296.47429933605747,H8L 4J1,2019/2/12,408445.1146818567
4,298.9300053145777,H5R 3S6,2019/2/21,385550.0944055348
5,296.9417845941659,H4C 3L1,2019/6/21,422436.9870544066
5,297.8093735744104,H7E 4G6,2018/6/19,393600.6286729026
4,299.31921210748277,H6S 8P6,2018/8/9,409459.27202959923
3,297.7860758865482,H6X 3N0,2020/8/26,390743.62259727716
5,300.3484670907669,H8R 9C7,2020/5/22,411866.6471131444
3,297.74461380517374,H3P 1P3,2020/2/7,417773.67960483284
5,301.0540348403988,H0T 0F2,2018/4/12,400015.9780045379
3,297.42649986503403,H6U 8Z2,2018/5/26,444408.7175706159
3,299.0242654258882,H8A 7M2,2020/10/10,363055.5965914042
5,299.9556004018379,H9S 2C8,2019/10/12,414202.76114000083
5,301.52606166495764,H4J 6S5,2017/5/12,415816.26544887444
5,301.80589760146603,H2H 3K8,2019/1/9,399024.38986519666
5,300.7626908809929,H1Z 5E7,2019/8/15,394723.07694777334
5,306.4328775340819,H5A 5H3,2017/2/17,399218.53242971224
3,296.8134690156836,H1U 4U2,2017/1/12,416034.8828607862
3,298.21194607386917,H2E 6N3,2017/1/6,413422.40571681364
4,302.1834593544083,H3F 8K3,2017/2/8,409779.96344477776
3,299.45463204311505,H0C 0M2,2019/1/21,415517.81777653436
5,298.852702532683,H0T 5F6,2020/6/26,392901.48372197687
5,299.2705921745284,H6X 3W5,2017/3/14,402499.9405848555
5,300.4519289843496,H2P 0B2,2017/11/14,392448.47623146686
3,300.40335798861923,H7R 9C3,2017/11/20,415363.3881933731
5,298.90371830785585,H1A 6Q5,2019/6/9,427817.74386977043
4,302.5122114717348,H8C 9B0,2020/8/13,425979.87025012064
5,298.98995156772577,H1U 5Z5,2018/4/20,386279.5277189597
4,299.29145356608984,H8W 9H0,2018/8/25,363378.04107723956
4,297.49287825302434,H5W 9Z5,2018/11/24,386124.7922879752
3,302.94099770535723,H7H 4A9,2020/11/19,371042.9908425834
4,300.81076889391295,H7P 2F8,2018/10/20,436329.229879632
3,301.3292726847324,H7A 6Q0,2018/11/13,398262.2924383385
4,300.12432151143753,H0P 0D1,2018/4/25,418125.7166484005
3,298.3675809680024,H5Q 7K9,2020/5/22,386958.2460915705
4,300.56243032888324,H9O 6H1,2017/8/3,405847.56466194295
4,297.5449193151032,H9W 3D7,2018/11/11,407322.2211803305
5,300.4753935193444,H0O 7O1,2019/7/3,421435.66606361093
3,290.98879260782036,H8B 1E1,2020/10/14,391872.0678559322
4,299.8042507128371,H2B 5Z0,2017/2/21,402798.29472417827
3,298.47427351812087,H4U 2R7,2017/11/7,420889.1013325665
4,301.8393718768046,H2L 9N4,2020/5/19,402765.22813080286
3,301.3157326917662,H7X 4M8,2020/8/10,414452.8230872928
5,304.9758603768772,H2K 7L1,2018/11/24,380773.4471966011
5,296.036340764595,H1S 9R2,2017/7/9,414389.99315694853
5,298.8106153527262,H1V 2Q6,2020/8/9,384469.6614049522
4,298.2038879324963,H3G 9M0,2020/11/17,393891.1118114136
5,298.29713772343626,H2Q 7K4,2018/11/9,378353.98534553504
5,299.6993758138576,H2N 7A8,2019/9/26,378086.15717331157
4,304.55846853789,H7F 7M4,2019/9/3,422492.0915059362
5,292.13372432578325,H5C 2Z0,2019/9/3,412456.68218881957
5,298.2076644022611,H8X 9R5,2017/7/1,444977.20963698253
3,303.5390622920959,H1E 9O2,2020/4/23,390945.0832850273
4,296.31711567121016,H9W 3I6,2018/7/23,417254.7487046904
4,300.9321473878703,H3M 0T6,2017/6/18,434654.80121020926
4,299.67746278966456,H6X 9N2,2018/2/3,393850.29120047856
4,300.9453807129062,H3M 0H1,2020/9/1,375378.3889502089
4,294.7379624368191,H3O 3D0,2019/11/1,428716.43762334104
4,298.9275313021824,H7X 3A8,2019/3/25,422054.7517260201
3,301.22177887136974,H8F 3B2,2019/5/6,440910.04539119685
3,304.8004795461665,H3C 8A8,2018/3/3,408331.7290920548
3,296.2286503818999,H8Z 8S9,2017/5/4,454601.02617867506
4,306.9208568744628,H3I 1C6,2020/3/20,406149.04525794723
5,302.3437649781943,H3Z 5L1,2018/9/20,435732.0530055249
4,299.746454899708,H3S 8H9,2018/8/1,404078.0277742515
3,299.1778866186461,H5P 1V7,2018/10/16,376485.62988112663
4,298.5993484062168,H6B 0Q1,2017/3/12,421294.1488899427
4,303.78067628914823,H5H 6P4,2017/9/26,428303.69284794154
4,298.69383158750793,H0K 2S2,2018/1/1,423901.6390097061
5,298.27023502064304,H8L 9W2,2020/3/2,384867.13201978896
3,298.2957102811618,H8I 7G9,2019/7/13,454816.76968797727
4,301.798421462223,H8A 1Q3,2020/1/13,379043.8349606999
3,305.05694793476016,H8Q 6U0,2020/3/10,439662.73345107754
5,299.87450126692,H4A 8D8,2019/7/7,366203.5931496009
4,300.08616422955026,H3R 3J6,2018/5/23,396462.60912750725
5,302.5623435535438,H6O 7N4,2019/6/5,461880.40046912705
3,301.6118712666076,H0H 0V9,2019/6/26,382281.55666118226
5,294.95906509317894,H9V 9I3,2019/5/26,382687.5475092284
5,294.7662791684276,H1R 1B6,2019/3/11,417291.37666358054
4,304.097410344729,H0R 8J3,2017/3/6,373254.81870703
3,296.73595585332845,H6X 4L1,2018/3/5,389572.36966356635
3,304.5668334755386,H8V 8Q9,2017/8/5,393637.2846328385
3,300.0625414560366,H0D 3D7,2018/11/17,417737.6159329276
4,300.1384839270596,H3Z 6N9,2018/5/7,402127.95041045645
3,299.3486024752037,H2N 9M1,2019/8/24,445679.2915115623
3,296.8027474858916,H9I 9J5,2017/2/11,392646.15368265833
5,295.36460223169126,H4C 3O7,2018/2/5,405735.18215367926
5,301.0493572272188,H4O 6R0,2018/4/15,375880.5690201721
3,301.60474451466337,H7R 5Z9,2018/7/17,408434.45419287845
3,298.09937069157695,H9Y 5T4,2019/7/4,367786.6855828933
3,299.75533166218366,H1H 3W5,2020/8/10,417837.41798214026
3,298.2194513724304,H5F 1F8,2017/9/16,389021.6342346033
4,297.5148994438645,H7H 8C6,2018/6/22,405952.6096887472
5,295.800691250985,H6B 1T7,2020/9/3,412468.27276544017
3,303.06616306054457,H2V 6G5,2020/10/18,423171.524829734
4,297.93598801584636,H7P 0H8,2018/1/2,367918.33167058654
4,298.18039764108636,H5X 5U1,2020/9/24,390460.93780049647
3,300.4790317720538,H5Q 6C2,2018/11/26,418455.40737317834
3,299.93779165282393,H0M 4K3,2019/2/26,391301.821687814
5,299.7195439897708,H8G 1M8,2019/5/23,413419.70797713625
3,298.68898128645253,H7N 0R5,2020/11/4,386522.27562319615
4,300.3161282107258,H8P 2Q9,2020/4/20,406485.7940564884
5,301.17614393387726,H2T 7L2,2018/4/9,399008.28945006354
4,298.9588925140321,H9O 9L0,2017/7/24,382450.4180124617
4,297.10162075503547,H9E 0O7,2020/1/23,425436.2318905728
3,306.435103527135,H9A 3B0,2019/2/24,411547.72545525065
4,304.6796045343805,H1F 7U8,2017/8/18,409105.8889008611
3,301.0104220762433,H3M 9X0,2019/9/3,361283.6316276649
3,305.31622456206446,H7X 0Y1,2017/7/5,394627.99666345987
4,296.45617474411694,H4N 4D8,2018/9/15,409145.2794050639
3,304.84859234336614,H3B 2R7,2019/2/17,387316.0591466345
3,299.4262353476154,H1P 7I4,2019/11/15,359333.3054254139
3,296.33721413229745,H5J 5H2,2017/9/22,383715.74530425563
3,298.5489263504762,H3D 4Z9,2019/11/14,415183.7653994461
3,301.229526588295,H8Q 4C2,2019/1/20,384134.94942882645
4,295.5424521712881,H1H 3C7,2017/3/14,411429.831171961
3,303.8175637485259,H5V 4S6,2019/6/8,394952.5665919923
3,297.7556977886132,H7P 3Z0,2017/4/8,400709.4560366379
3,299.52290862949343,H9G 6Q4,2018/3/14,379879.4128212585
5,294.84601922878477,H8X 0V9,2019/8/19,411388.38206912525
5,294.3322679714677,H2V 9G7,2018/11/5,409584.7178592981
3,299.32711338377436,H5M 4V0,2017/10/24,374320.53089489555
4,302.6463036386834,H1G 7R7,2019/7/13,409300.79213526164
4,300.6865388515506,H8H 3J7,2020/7/20,362414.6578521931
4,300.2659523488635,H3Y 8H2,2019/9/20,379584.64333561884
3,305.94700025105584,H8M 8H9,2020/5/2,416987.1303293895
5,294.8569070052182,H7I 0M5,2017/3/22,367841.5186777015
5,302.7909086121609,H2V 0Y7,2020/7/1,395801.4273978131
5,299.69728151911795,H4I 5Y1,2019/3/16,406204.58992241387
5,301.13727896364696,H1L 0Y8,2019/5/22,391979.94412639935
5,301.1159541393399,H0R 3A4,2020/1/13,353940.201133099
5,300.997899390487,H2V 9F4,2019/10/4,369001.8435571127
5,299.79000322348645,H3C 3Z1,2019/3/18,406609.33886643656
4,298.4197390039413,H8C 5P4,2019/10/18,381912.8647848673
5,300.95673843802234,H2Z 7G3,2018/7/16,386212.5976609462
4,303.26322966649457,H9Z 4V9,2019/7/27,376568.727742207
3,299.04938025865687,H6F 7F3,2020/5/26,436550.3974360691
4,298.3899130058104,H8T 8G3,2018/3/4,359281.57614682347
4,301.84455093000844,H9C 8H2,2017/1/1,369462.5525639035
4,301.54505197374533,H8R 6Z3,2018/11/24,436072.5494912644
5,300.4930065831195,H6A 9W2,2018/5/8,367932.1704959674
3,300.3296188982076,H1G 5E5,2018/4/12,439506.45060134033
3,297.7928857917569,H3Z 1U6,2018/9/2,378439.7780588422
3,302.62618575512033,H0C 2D3,2017/8/13,386464.29836185736
3,304.1604570776258,H2M 1K2,2020/6/6,396125.55216995557
3,297.39681229063586,H2E 0C6,2018/8/5,394019.85384586954
4,301.729381992114,H9L 0Y1,2017/10/23,392003.0445722662
4,299.135870741246,H8S 6A4,2018/6/12,395608.1059495773
4,304.72666990158933,H6S 0T1,2018/9/8,431017.8487478131
5,300.0346986147836,H8X 0E6,2020/4/1,429746.1265626175
3,297.59646757515424,H9L 3D9,2017/11/12,403541.7279117453
4,302.93191281617794,H2L 8V2,2018/11/7,399757.132075989
4,298.27640023766224,H5V 0T7,2018/9/16,404238.84192054963
4,301.5638100041956,H3K 9Z1,2018/9/23,366087.0096444407
4,301.84100844533924,H7G 0L9,2018/7/17,388511.46368527703
4,303.8878244914301,H8Z 2L9,2017/2/26,399905.07731651684
4,299.23941305915116,H4J 2R7,2019/6/19,396569.8989336741
4,299.207501094579,H7F 9U3,2020/6/4,424431.96634852426
4,307.5508046439317,H4C 4O5,2017/3/21,444468.5491042224
4,298.1385567918082,H5V 1S6,2018/1/17,418780.2771733593
5,297.0818827649949,H4V 3L2,2020/2/1,397256.6225604589
3,296.7504992020039,H9E 0Z0,2019/9/12,380335.1482866873
5,305.1547391621603,H7T 4W6,2018/1/18,427809.35547571245
4,305.0571376325157,H0I 2N8,2019/8/6,412745.58739926096
3,302.7456113694988,H7R 6A1,2020/1/24,411885.30035628757
4,298.08802271772777,H5T 0K7,2020/3/1,414847.6644134915
3,302.42572781952816,H9X 9L2,2017/2/12,394383.5223295005
3,299.3603763624593,H7J 7L6,2017/7/5,387018.21322225715
5,300.08921254132656,H1T 8N9,2019/11/11,407657.1454921466
3,298.9636508194013,H1B 5Q9,2017/5/1,413197.82623255753
4,297.753100167347,H4N 9W4,2017/10/12,415528.30289253924
5,301.4135700506309,H2Z 1K3,2019/8/15,434540.98122742097
5,296.1421104151009,H7I 2M9,2018/1/4,408364.67200487794
3,292.34094621286806,H0K 8Q8,2017/10/6,394889.00601749006
4,303.55011539200433,H7C 6O1,2019/1/14,393087.33716499317
3,303.60837896313836,H8Y 5I5,2017/9/19,395975.8621946218
3,298.88501922373894,H0R 8H1,2019/5/6,378661.57584939635
3,304.4425335308551,H3G 9C2,2017/8/10,409521.9307132448
5,301.41284254101043,H7G 3D3,2019/9/2,395257.7338549419
4,300.3935022599615,H0B 6B5,2017/8/25,411335.27255796635
5,299.5317904098825,H9P 1E0,2018/6/4,412483.9929852971
3,298.8388761595241,H2C 4C4,2017/6/4,394354.9685815656
3,300.2354413710231,H5K 9Q0,2017/5/16,403593.09711350064
3,296.8714754805259,H2E 2I4,2017/3/24,396381.4028457393
5,298.8746908448574,H0A 0S7,2020/2/6,406106.093236922
3,300.93227390438443,H4N 1I9,2017/5/14,401102.6148879855
3,303.38521272984883,H8G 9S9,2019/1/17,411293.23565962387
3,297.7621372023289,H5H 1N0,2017/7/1,389339.80735925003
5,298.49137999038936,H5E 4P7,2020/2/6,395102.9703438345
5,295.41396267275434,H8H 3K8,2019/5/2,395706.37936431554
4,302.3262745825201,H6L 4X9,2019/2/13,385955.4253805138
4,306.3853557157211,H7S 4G4,2017/4/7,411960.0775557634
4,303.77102065334975,H9B 2L9,2020/1/10,401631.9214058034
4,300.2999334369159,H2D 0Y1,2018/4/20,383878.02769683895
5,299.75246664717565,H4E 1G7,2018/1/19,413672.0090073494
5,299.2191170412297,H9Q 1A1,2019/8/4,393241.11191807414
4,300.4759098282638,H1L 7Q0,2020/1/8,388603.0285560567
5,296.85766168682574,H5X 7F0,2019/8/21,395220.7472440659
4,299.5780007317089,H1U 0T2,2018/9/26,383434.11490236246
5,299.0578423274992,H6R 0Q0,2017/4/14,378102.48075220507
4,302.5181692216725,H6Y 2J4,2019/1/6,397603.5639409206
4,301.2542084981967,H3M 8D3,2020/6/12,399681.8636555364
4,300.6811589114832,H6Z 5X1,2020/4/18,379920.1655835203
5,298.9208453100243,H8U 1R9,2017/8/14,397060.26975453517
3,301.95054962899707,H6Q 9M8,2020/1/15,408694.95549501403
3,302.75163872040724,H4E 7K6,2017/10/26,378882.91268048517
5,299.948573413998,H3A 3C8,2017/1/16,386666.03128166543
4,297.76424864109384,H5T 9Y8,2020/4/18,422077.5080427474
5,304.1876712597371,H2U 3G1,2020/7/1,395240.6042945493
4,299.96006444191545,H4A 7B9,2020/6/8,395853.17926210555
4,304.0950899660915,H1E 1B5,2018/5/1,371507.6596556977
4,302.7332986254624,H0Z 8H0,2019/7/23,403473.2674249289
5,297.0175491499873,H3T 4K1,2019/8/15,444962.1636170368
4,300.9733199124622,H1L 0I0,2020/5/4,389013.5659546678
4,307.03472303682156,H6I 6Y2,2019/5/8,399913.1138012226
3,295.50392134917627,H4O 6S5,2019/8/23,435938.6606966244
5,299.92236597865025,H5R 9P9,2017/8/24,341171.05116699764
5,298.17264911692257,H9M 3D0,2019/5/1,393289.1882681
5,299.49785826027386,H9Q 7X2,2020/5/18,410081.282186788
3,297.43916900903844,H0G 6W4,2018/2/9,395010.8252238067
5,297.4005169122631,H6A 0Y2,2020/8/19,413626.9921505883
4,299.3960978143355,H0F 8A8,2020/4/13,393105.40836023196
3,300.0449868279873,H8G 0G3,2017/3/19,399425.11204231076
3,302.6701050382424,H8N 6C7,2018/11/2,384233.23853467347
3,296.0617594047945,H2P 0Z0,2020/9/12,378123.4197300848
3,302.590414821773,H3R 0N3,2020/8/2,384674.57040161587
5,295.7107067737945,H3N 6H5,2018/10/1,411720.63063634245
5,300.99547824334394,H5C 3F1,2018/11/11,377476.99635128863
5,300.8362517769706,H5Q 4K6,2018/9/5,376267.76304557244
3,296.79461966636893,H7U 0Q8,2019/10/18,415952.13636114396
3,300.2461373432635,H7J 3K0,2020/5/2,393444.8369115814
5,299.49342413479474,H5U 3J6,2019/3/6,398751.7609087761
5,297.84789929199474,H2R 7F9,2018/4/8,401851.27093139733
4,297.62777168896724,H0P 6W4,2017/10/4,361573.8739464576
4,296.548936565158,H1A 2A8,2017/4/1,397690.2066517851
4,295.4301183412956,H9I 1I0,2017/6/25,418583.29682514595
5,299.2854431742027,H8X 4Y1,2017/10/11,420298.82818295405
3,302.06145054982056,H2Q 8Z9,2019/2/17,372075.7169104287
3,291.9360825610865,H5H 8P3,2017/5/27,353580.3081876141
4,296.27278291038357,H3A 5N8,2017/10/10,331636.2610681177
4,300.54454302376854,H1J 6D8,2020/11/7,400578.50677390216
5,297.112385802321,H3L 7V5,2018/1/10,396290.31722028623
4,297.44411161405264,H2O 0K3,2019/2/10,376243.81212682
3,302.4939185514464,H2Y 9I2,2020/6/2,406141.7566910541
3,299.5271803646071,H1J 9Q9,2019/7/5,413572.301715866
4,296.61000382433735,H2C 8S2,2017/9/1,389128.31736824266
5,297.2709105085006,H3Y 4R7,2020/5/13,398649.84100667044
5,300.8534943459312,H1F 0L3,2019/9/22,411217.7075266153
3,299.82605641611116,H8P 3D6,2018/10/21,399001.49496958504
3,297.37439334380423,H7M 9J3,2019/2/6,388604.5831629855
5,296.9780798352646,H5F 3Q4,2019/11/13,380835.4189818141
5,304.66010894845544,H5U 6C2,2018/7/3,367615.36950572865
3,308.3797613244743,H8B 2V6,2018/8/6,407486.6725834468
3,299.2917566043243,H2Y 4K7,2020/8/2,395557.4686643539
4,298.44549005084355,H6U 3E9,2017/6/23,342622.83500120166
4,301.2732688383295,H6S 5W5,2020/10/21,416704.7890633174
4,302.04488335401993,H9U 9D0,2017/9/1,383497.01125216455
5,299.898073045078,H5Z 5Z5,2020/6/27,396847.3580664554
4,298.53708659391697,H2H 3T9,2019/3/20,390290.19797440764
3,297.0925374961671,H9E 3X0,2019/1/1,384705.25188364263
5,300.97951835999004,H8E 6P5,2019/7/26,396614.96364810196
5,301.48709677243437,H0G 3X8,2018/6/4,425189.9934872081
4,298.59590540258245,H4X 7E9,2020/2/26,364206.5407892038
4,300.94493924053637,H9K 5I1,2019/11/12,384523.9815811903
5,298.6926444575601,H6Y 1J0,2018/1/5,372011.65935965395
4,299.57772648163404,H7T 6N0,2018/7/9,412571.1301097542
5,304.19651248470575,H8I 4N8,2017/6/22,386760.10840729345
5,293.9594890075108,H6Z 0B3,2020/11/15,395724.80679815204
3,301.45403307025975,H0E 2Z8,2018/6/25,388447.88042696373
4,299.8687465358816,H4Q 8P8,2019/8/19,398293.99756837916
3,301.67668716230304,H5C 6L8,2019/3/23,388716.11609955144
3,308.24579114211247,H7J 2H8,2018/10/7,436916.62344654865
5,299.68277394295853,H8B 8E2,2019/3/16,393709.31648344087
3,295.75300989454945,H7V 0Z8,2017/2/4,382215.4199078963
5,303.17370494232824,H3Q 8J6,2020/3/24,384133.57244791463
5,301.2669632057791,H1M 2Z9,2019/1/8,402721.12613065087
5,298.4655638988527,H4X 8G5,2017/9/18,391456.19147465995
4,300.3218589784903,H5S 4O3,2017/2/5,386344.11711552454
3,302.58570299420495,H9X 6M3,2018/4/19,390943.9413219265
4,299.03439333144854,H5J 1E7,2019/7/2,429816.99198301055
5,300.72723110709273,H7J 1F1,2020/11/4,444483.08501193754
5,301.22375944239957,H2H 6P2,2017/7/2,427757.21784782934
5,302.60447067801533,H7Z 1Y1,2018/8/2,385929.37901637575
